"","knr","aar","knavn","pm2","Menn_ya_p","Kvinner_ya_p","Total_ya_p","inc_k1","inc_k5","uni_k_mf","uni_k_m","uni_k_f","uni_l_mf","uni_l_m","uni_l_f","Trade_p"
"1561","1519","2008","Volda",11369,57.57356,54.88263,56.20985,22.7,17.2,25.4,20,30.6,6.3,8.1,4.6,66394
"1562","1519","2009","Volda",13105,57.96103,54.96396,56.44612,22.9,19.6,26,20.1,31.6,6.5,8.2,4.9,71112
"1563","1519","2010","Volda",13036,57.80033,54.8893,56.32801,23.3,19.7,26.2,20.4,31.9,6.7,8.5,5,73366
"1564","1519","2011","Volda",13447,57.53265,55.14083,56.32582,23.1,19.7,27,21,32.8,6.8,8.3,5.4,75771
"1565","1519","2012","Volda",15646,57.8679,55.34491,56.59726,22.9,19.3,27.3,21,33.5,7.1,8.3,5.9,83424
"1566","1519","2013","Volda",16214,58.34467,55.42223,56.88229,21.3,20.2,28,21.4,34.7,7.3,8.4,6.1,83480
"1567","1519","2014","Volda",15883,58.36881,55.84795,57.11079,20.6,20.2,28.1,21.5,34.7,7.6,8.7,6.4,84781
"1568","1519","2015","Volda",17099,58.11379,55.65022,56.88983,20.6,19.4,28.8,21.9,35.9,8,9.2,6.9,89103
"1569","1519","2016","Volda",17011,58.74558,55.93258,57.34204,21.2,18.6,29.3,22.2,36.5,8.3,9.4,7.2,90216
"1570","1519","2017","Volda",19271,58.23888,55.80416,57.03142,21.4,18.2,29.9,22.9,36.9,8.7,9.5,8,97130
"1571","1520","2008","Ørsta",10783,58.25849,53.54096,55.91853,17.5,20,18.1,14.4,21.8,2.6,3.4,1.8,66134
"1572","1520","2009","Ørsta",11643,58.46782,53.8066,56.15686,18.5,19.7,18.7,14.8,22.5,2.7,3.2,2.1,66703
"1573","1520","2010","Ørsta",12563,58.44206,53.96609,56.2216,18.4,19.3,19.1,15,23.3,2.8,3.3,2.3,66389
"1574","1520","2011","Ørsta",14434,58.59495,54.22412,56.42534,17.6,19.8,19.8,15.4,24.2,3.1,3.5,2.7,70174
"1575","1520","2012","Ørsta",13856,58.60225,54.42744,56.5301,18,19.9,20.3,15.4,25.2,3.2,3.6,2.7,72081
"1576","1520","2013","Ørsta",14064,58.23263,54.18605,56.23565,17.8,19.4,20.6,15.6,25.8,3.1,3.6,2.7,74701
"1577","1520","2014","Ørsta",13565,58.13214,54.18833,56.18831,18.2,18.8,21,15.8,26.4,3.5,3.8,3.2,80192
"1578","1520","2015","Ørsta",18214,58.00037,54.12826,56.09595,18.4,18.9,21.5,15.8,27.4,3.7,3.9,3.5,82496
"1579","1520","2016","Ørsta",16963,57.79328,54.09178,55.98014,18.7,18.2,21.9,15.9,28,4,4.2,3.8,82675
"1580","1520","2017","Ørsta",16337,58.02085,54.06481,56.07781,18.4,18,22.4,16,29,4.1,4.1,4.1,83723
"1581","1528","2008","Sykkylven",9628,59.75674,55.56754,57.68255,15.6,18.8,17,14.8,19.3,1.9,2.4,1.5,46593
"1582","1528","2009","Sykkylven",11965,60.20516,55.93941,58.08328,17.4,17.5,17.3,14.7,19.8,2.3,2.7,1.8,48253
"1583","1528","2010","Sykkylven",11089,59.44459,55.99152,57.72829,17,18,17.8,15,20.7,2.4,2.9,1.9,48474
"1584","1528","2011","Sykkylven",12275,59.16298,55.91088,57.54372,16,18.1,18.4,15.4,21.4,2.5,2.9,2.1,48738
"1585","1528","2012","Sykkylven",11048,58.43718,55.84995,57.15031,16.3,17.8,18.7,15.7,21.7,2.7,3.1,2.2,52125
"1586","1528","2013","Sykkylven",12877,58.42201,55.68063,57.05721,17.7,16.6,18.6,15.4,21.8,2.9,3.2,2.7,53868
"1587","1528","2014","Sykkylven",12963,58.46868,55.59595,57.03752,17.9,16.4,19,15.8,22.3,3.4,3.6,3.2,57246
"1588","1528","2015","Sykkylven",14435,58.8843,54.78488,56.84443,17.5,17.4,19.5,16,23.1,3.6,3.8,3.4,59052
"1589","1528","2016","Sykkylven",14778,58.83878,54.04768,56.45603,18.1,17.8,19.9,16.4,23.6,3.5,3.6,3.4,59046
"1590","1528","2017","Sykkylven",14586,58.40662,54.21781,56.32229,18.4,18.1,20.7,16.9,24.7,3.6,3.8,3.3,58795
"1591","1529","2008","Skodje",12037,59.73475,58.12332,58.93333,15.5,20.6,18.8,14.2,23.3,2.3,3.2,1.4,25866
"1592","1529","2009","Skodje",13630,59.82688,57.40836,58.62599,15.1,22.3,18.9,14.3,23.5,2.6,3.6,1.6,24588
"1593","1529","2010","Skodje",14314,60.45226,57.62538,59.05172,14.7,20.2,19.7,14.6,24.8,2.6,3.4,1.8,25587
"1594","1529","2011","Skodje",14744,60.56751,56.60934,58.59279,14.8,21,20.2,15.5,25,2.8,3.5,2.2,25625
"1595","1529","2012","Skodje",15536,59.73409,56.97786,58.3652,16.2,21.4,20.7,15.9,25.5,2.9,3.4,2.5,25790
"1596","1529","2013","Skodje",16316,59.30716,57.39254,58.36058,17.2,20.8,21.1,16.3,26,3.2,3.7,2.7,26964
"1597","1529","2014","Skodje",19017,58.61759,56.87818,57.76157,16.7,21.3,21.1,16.1,26.3,3.8,4,3.5,36157
"1598","1529","2015","Skodje",21671,58.84429,57.00637,57.93953,16.2,21,21.6,15.7,27.8,4.3,4.4,4.2,40969
"1599","1529","2016","Skodje",18228,59.37102,57.25629,58.33333,15.9,20.8,22.1,15.9,28.5,4.5,4.8,4.2,45258
"1600","1529","2017","Skodje",17645,59.00673,57.9223,58.47439,15.4,20.6,22.4,16,29.1,4.7,4.5,4.9,48505
"1601","1531","2008","Sula",12467,58.00052,55.49407,56.75321,16.8,20.8,18.5,14.9,22,2,2.6,1.4,31331
"1602","1531","2009","Sula",11492,58.42294,55.57851,57.00694,15.9,22.5,18.9,15.1,22.7,2.2,2.7,1.7,31722
"1603","1531","2010","Sula",14875,58.08639,55.35579,56.72677,16.7,21.9,19.8,15.4,24.2,2.4,2.8,2,34362
"1604","1531","2011","Sula",16358,58.10413,55.4672,56.79348,16.8,21.8,20.2,15.5,24.9,2.7,3,2.3,35301
"1605","1531","2012","Sula",16587,58.52611,55.23013,56.90407,16.4,21.3,20.5,15.7,25.4,2.9,3.1,2.7,37558
"1606","1531","2013","Sula",17485,58.30999,55.09361,56.73455,16.9,20.8,21.1,16.2,26.2,3.1,3.3,2.8,39532
"1607","1531","2014","Sula",16210,58.63863,55.16671,56.94139,16.1,21.4,21.8,16.7,27.3,3.8,4.1,3.4,41472
"1608","1531","2015","Sula",17137,58.46154,54.65738,56.61208,16.5,21.4,22.4,17,28.2,3.8,4,3.5,43180
"1609","1531","2016","Sula",17539,58.27369,54.75697,56.56836,16.7,22,22.9,17.6,28.5,3.8,4.1,3.4,43761
"1610","1531","2017","Sula",21024,58.33154,54.86685,56.65593,16.9,21.9,23.7,18.2,29.6,4.1,4.3,3.9,44267
"1611","1532","2008","Giske",10703,57.21379,54.13063,55.68836,13.8,26.6,17.2,15,19.5,2,2.5,1.6,37352
"1612","1532","2009","Giske",12804,57.98681,54.34141,56.19089,13.9,26.2,17.9,15.4,20.4,2.4,2.9,1.8,36546
"1613","1532","2010","Giske",13542,58.00562,54.48256,56.26689,15.2,26.9,18.8,15.9,21.7,2.6,3.1,2.1,35762
"1614","1532","2011","Giske",15667,57.85398,54.34475,56.11974,15.2,26.6,19.3,16.3,22.3,2.8,3.1,2.5,35955
"1615","1532","2012","Giske",15576,57.56918,54.44015,56.01751,15.7,25.4,20.3,16.7,23.8,3.4,3.7,3.1,38598
"1616","1532","2013","Giske",16503,57.27798,55.44846,56.37183,16.7,24.5,20.8,16.8,25,3.9,4.1,3.7,39554
"1617","1532","2014","Giske",17366,57.84913,55.51769,56.69983,15.2,24.8,21.3,17.2,25.5,4.3,4.3,4.4,40066
"1618","1532","2015","Giske",19796,57.87773,55.33333,56.62544,15.8,25.1,21.8,17.9,25.9,4.6,4.6,4.7,38632
"1619","1532","2016","Giske",18270,58.40449,55.19399,56.81987,15.1,25.2,22.1,17.9,26.5,4.9,4.7,5.1,40299
"1620","1532","2017","Giske",19990,57.52492,54.95939,56.25,14.4,24.6,22.5,18,27.1,5.1,5,5.3,47078
"1621","1534","2008","Haram",8955,57.77425,53.88823,55.87792,17.2,24,15.1,12.6,17.6,2.1,2.7,1.4,37526
"1622","1534","2009","Haram",9671,58.23464,53.94643,56.15367,17.7,23.9,15.3,12.8,18,2.3,2.9,1.6,39414
"1623","1534","2010","Haram",9135,58.96751,53.96938,56.53965,17.8,22.2,15.6,13.1,18.4,2.6,3.2,2,39708
"1624","1534","2011","Haram",10742,58.75137,54.49674,56.68962,18.5,21.9,16.2,13.4,19.2,2.8,3.2,2.4,39981
"1625","1534","2012","Haram",11287,59.05359,54.29229,56.74802,18.3,22.1,16.4,13.5,19.5,3.2,3.5,3,40703
"1626","1534","2013","Haram",12275,58.78059,53.64512,56.29712,18.9,22,16.8,13.6,20.3,3.2,3.5,2.8,41632
"1627","1534","2014","Haram",11966,58.07347,53.47569,55.84544,18.1,22.6,17.4,14.6,20.3,4,4.1,3.9,44650
"1628","1534","2015","Haram",13158,58.47099,53.72897,56.18421,18.2,20.5,17.7,14.4,21.3,4,4.1,3.9,44621
"1629","1534","2016","Haram",14012,58.23505,53.63881,56.01087,18.3,19.8,18.2,14.6,22.2,4.4,4.4,4.3,45413
"1630","1534","2017","Haram",12675,57.89035,54.44075,56.21778,19.7,19.4,19,15.3,22.9,4.3,4.2,4.5,45937
"1631","1535","2008","Vestnes",9401,58.25954,55.33397,56.82313,20.6,19.3,14,11.2,16.8,2.2,2.4,2,51758
"1632","1535","2009","Vestnes",10424,59.1307,55.82938,57.51775,20.2,19.7,14.4,11.4,17.5,2.4,2.7,2.1,53491
"1633","1535","2010","Vestnes",10435,59.72513,55.49224,57.66984,21.4,18.2,14.5,11.1,17.9,2.5,2.8,2.2,55224
"1634","1535","2011","Vestnes",10059,58.86589,55.78682,57.3647,22.4,18.4,14.8,11.4,18.5,2.7,2.9,2.5,57185
"1635","1535","2012","Vestnes",11565,59.58457,55.79047,57.74583,23,18.5,15.1,11.2,19,2.9,2.9,2.8,59539
"1636","1535","2013","Vestnes",11768,59.36861,56.03744,57.75732,22.7,18.6,15.6,11.7,19.6,2.9,2.9,2.8,58971
"1637","1535","2014","Vestnes",11831,59.62715,56.2225,57.98942,23.1,18.4,16,12.5,19.9,3.7,3.9,3.6,61442
"1638","1535","2015","Vestnes",11481,60.47646,56.4206,58.52713,22,17.7,16,12.2,20.2,4.1,4.3,3.9,58052
"1639","1535","2016","Vestnes",14394,60.45362,55.58008,58.11526,22.4,17.1,16.2,12.3,20.5,4.1,4.1,4.1,60741
"1640","1535","2017","Vestnes",12840,59.22671,55.80145,57.57944,22.7,17.1,16.9,12.7,21.6,4.1,3.9,4.3,56644
"1641","1539","2008","Rauma",8629,58.1389,52.88383,55.50888,19.9,16.5,14.9,12.1,17.8,2.1,2.5,1.8,58277
"1642","1539","2009","Rauma",9649,58.45528,52.95714,55.7077,20.1,17,15.3,12.3,18.3,2.3,2.8,1.9,59297
"1643","1539","2010","Rauma",10527,58.91848,53.13853,56.03669,20.1,17,15.6,12.5,18.7,2.4,2.6,2.1,58594
"1644","1539","2011","Rauma",10993,58.4723,53.23194,55.86486,19.8,17.7,16.2,13,19.4,2.4,2.7,2.1,58859
"1645","1539","2012","Rauma",10875,58.32667,53.36054,55.86968,19.8,17.5,16.6,13.3,19.9,2.5,2.8,2.2,59937
"1646","1539","2013","Rauma",12572,57.81459,53.75204,55.8011,20,17.4,16.9,13.3,20.4,2.6,2.8,2.4,61817
"1647","1539","2014","Rauma",11688,56.8883,53.45248,55.18583,19.5,17,17.3,13.4,21.3,3.1,3.3,2.8,64304
"1648","1539","2015","Rauma",12959,56.0338,53.79989,54.9362,19.4,16.7,17.9,13.6,22.4,3.4,3.8,3.1,66993
"1649","1539","2016","Rauma",14408,56.2141,53.93228,55.09877,20.5,16.9,18.3,14.2,22.6,3.5,3.6,3.4,68487
"1650","1539","2017","Rauma",14307,56.47979,53.70774,55.12462,20.8,17.3,18.7,14.4,23.3,3.8,3.8,3.8,71578
"1651","1547","2008","Aukra",11018,57.26872,53.24921,55.2615,13.6,25.2,17.8,14.1,21.6,2.1,2.4,1.7,29987
"1652","1547","2009","Aukra",11821,56.91057,53.2197,55.07383,15.3,24,18.4,14.1,22.6,2.3,2.9,1.6,28926
"1653","1547","2010","Aukra",10988,56.95571,53.29567,55.13141,14.9,22.9,18.9,14.6,23.2,2.5,2.8,2.1,28210
"1654","1547","2011","Aukra",13868,57.17791,53.36628,55.27855,14.3,21.6,19,14.2,23.8,2.9,3.2,2.6,28650
"1655","1547","2012","Aukra",14224,56.9873,53.05623,55.03192,14.7,22.2,19.5,14.5,24.6,3,3.3,2.8,31152
"1656","1547","2013","Aukra",12979,56.65874,53.28908,54.98652,14.5,23.3,20.3,14.8,25.8,3.2,3.6,2.9,28433
"1657","1547","2014","Aukra",16100,55.80305,53.14183,54.48623,14.7,23.6,20.8,15.7,26.1,4,4.3,3.8,30667
"1658","1547","2015","Aukra",21354,55.54923,52.7794,54.1835,16.7,22.6,20.5,15.5,25.8,3.9,4.1,3.6,30389
"1659","1547","2016","Aukra",20449,55.66779,52.64977,54.17851,16.1,22,21,15.4,26.7,4.2,3.9,4.4,30815
"1660","1547","2017","Aukra",21137,55.72391,52.86119,54.29941,16.2,21,21,15.2,26.9,4.3,4.3,4.4,37919
"1661","1548","2008","Fræna",11165,59.94815,55.8114,57.89531,17.4,22.1,13.4,8.5,18.2,1.9,2.5,1.3,47149
"1662","1548","2009","Fræna",11135,60.0776,55.63014,57.85892,17.9,21.2,13.6,8.6,18.6,2.1,2.7,1.5,47392
"1663","1548","2010","Fræna",12527,59.51168,56.26891,57.90488,18.2,21.7,14.1,8.8,19.6,2.2,2.7,1.6,47199
"1664","1548","2011","Fræna",13952,59.94481,55.95057,57.96868,18.7,21.3,14.9,9.2,20.8,2.2,2.8,1.7,48908
"1665","1548","2012","Fræna",13337,59.69526,55.69998,57.71826,18.2,21.3,15.2,9.3,21.2,2.3,2.7,1.9,49365
"1666","1548","2013","Fræna",15314,59.72851,55.59764,57.68671,18.9,20.7,15.7,9.7,21.7,2.5,3,2.1,49768
"1667","1548","2014","Fræna",15377,59.54323,54.98339,57.28395,18.6,20.6,16.4,10.6,22.5,3.1,3.6,2.6,53611
"1668","1548","2015","Fræna",15571,59.04341,55.2276,57.16767,18.1,21.2,16.5,10.6,22.6,3.1,3.4,2.7,55402
"1669","1548","2016","Fræna",16687,59.61889,54.78679,57.23989,17.8,20.6,16.8,10.8,23,3.2,3.4,2.9,57882
"1670","1548","2017","Fræna",16140,58.89024,54.38268,56.66769,17.9,19.6,17.2,10.7,23.9,3.3,3.4,3.1,55859
"1671","1554","2008","Averøy",10227,57.69924,56.18106,56.96039,19.1,21.8,15.6,11.3,20.2,1.9,2.2,1.6,46927
"1672","1554","2009","Averøy",10440,57.44377,56.41317,56.94342,19.2,22,15.7,11.1,20.4,2.2,2.6,1.7,46706
"1673","1554","2010","Averøy",12242,56.87255,56.95067,56.91072,19.7,22.7,16.2,11.6,20.9,2.2,2.6,1.9,45663
"1674","1554","2011","Averøy",11919,57.06676,56.95266,57.01087,18.8,23.9,16.4,11.6,21.4,2.6,2.8,2.5,46830
"1675","1554","2012","Averøy",14369,57.71369,55.98527,56.87466,18.5,24,16.8,12.3,21.6,2.8,2.9,2.8,49031
"1676","1554","2013","Averøy",13456,58.33333,55.71061,57.06955,18.6,23.7,17.1,12.5,22,2.9,2.8,2.9,49550
"1677","1554","2014","Averøy",14673,57.9308,56.10549,57.04238,18.5,23,18.1,13.2,23.3,3.3,3.2,3.5,49462
"1678","1554","2015","Averøy",13027,57.59919,56.48936,57.05903,19,23.4,18.2,12.9,23.8,3.4,3.5,3.4,51323
"1679","1554","2016","Averøy",14100,57.43538,55.74289,56.60831,19.1,22.4,18.5,13,24.3,3.7,3.6,3.9,54890
"1680","1554","2017","Averøy",14775,57.01403,55.80014,56.42077,20.1,21.6,18.7,13.1,24.6,3.9,3.7,4.1,55388
"1681","1563","2008","Sunndal",10127,58.98406,55.25164,57.12926,17.9,19.5,15.3,12.2,18.3,3.8,5.3,2.3,70436
"1682","1563","2009","Sunndal",10968,59.22619,55.24514,57.24786,19.1,18.6,15.7,12.1,19.3,3.8,5.2,2.5,69733
"1683","1563","2010","Sunndal",10641,59.40919,55.3537,57.38784,20,16.8,16.2,12.6,19.6,3.7,5,2.5,72176
"1684","1563","2011","Sunndal",10829,59.57681,55.62293,57.60286,20.2,17.5,16.3,12.7,19.8,3.9,5.1,2.6,75020
"1685","1563","2012","Sunndal",10369,59.11234,55.38847,57.25403,20.5,16.7,16.6,13.1,20,4,5.3,2.8,76923
"1686","1563","2013","Sunndal",11517,59.10976,55.71349,57.41846,21.1,16.6,16.8,13,20.6,4.1,5.2,3.1,76935
"1687","1563","2014","Sunndal",10667,59.27778,55.67068,57.48152,21.3,17.6,17,13.2,20.8,4.3,5.2,3.4,80502
"1688","1563","2015","Sunndal",11782,58.6663,55.53035,57.12089,20.6,18.3,17.4,13.6,21.3,4.6,5.4,3.7,81873
"1689","1563","2016","Sunndal",12039,58.78453,54.83051,56.82961,20.5,19.3,17.9,13.8,22,4.8,5.5,4,86228
"1690","1563","2017","Sunndal",12594,59.01276,55.22727,57.14286,20,19.1,18.5,14.3,23,5,5.7,4.3,85558
"1691","1566","2008","Surnadal",9478,57.06307,54.09015,55.58867,20.5,14.1,14.5,11.4,17.5,2.6,2.9,2.3,72121
"1692","1566","2009","Surnadal",8213,56.64911,54.1526,55.41667,19.9,13.6,14.6,11.2,18.1,3,3.3,2.6,73806
"1693","1566","2010","Surnadal",9875,56.69525,54.71956,55.72532,19.6,13.7,15.1,11.7,18.8,3,3.1,2.8,75050
"1694","1566","2011","Surnadal",8898,56.10158,54.43949,55.2866,19.8,13.1,15.3,11.4,19.3,2.9,3.1,2.7,77381
"1695","1566","2012","Surnadal",9457,56.44737,54.36126,55.42675,19.5,14.9,15.5,11.6,19.4,3.1,3.2,3,78957
"1696","1566","2013","Surnadal",9759,56.29139,54.28277,55.30623,19.8,15.3,15.9,11.9,20.1,3,3.1,3,80896
"1697","1566","2014","Surnadal",9860,56.84211,54.08373,55.49211,19.9,14.3,16.4,12,21,3.3,3.3,3.3,83842
"1698","1566","2015","Surnadal",9548,57.02561,53.65188,55.37149,20.5,15.2,16.8,12.4,21.5,3.4,3.3,3.4,85354
"1699","1566","2016","Surnadal",12244,56.99771,53.6669,55.36941,20.3,16.3,17.1,12.6,21.7,3.5,3.2,3.9,88653
"1700","1566","2017","Surnadal",11495,56.96037,54.2789,55.64651,20.5,16.2,17.6,12.7,22.6,3.7,3.5,3.9,89946
"1701","1601","2008","Trondheim",20404,64.3017,61.12109,62.70378,22.3,18.9,24.2,20.6,27.7,11.5,14.8,8.3,87827
"1702","1601","2009","Trondheim",20313,64.44198,61.32329,62.87881,22.1,19.3,24.6,20.9,28.3,11.9,15.1,8.8,89346
"1703","1601","2010","Trondheim",22660,64.27519,61.38413,62.83112,21.7,19.7,25,21.1,28.9,12.3,15.5,9.2,90430
"1704","1601","2011","Trondheim",24729,64.33261,61.48787,62.91401,21.8,19.8,25.4,21.4,29.4,13,16,10,90802
"1705","1601","2012","Trondheim",25861,64.49921,61.60364,63.05941,21.9,19.8,25.9,22,29.9,13.5,16.3,10.7,92364
"1706","1601","2013","Trondheim",27784,64.73524,61.6119,63.1859,20.2,20.5,26.4,22.5,30.4,13.7,16.4,11.1,91892
"1707","1601","2014","Trondheim",28367,64.64731,61.60903,63.14445,20,20.5,26.7,22.8,30.7,14.4,16.8,12,94794
"1708","1601","2015","Trondheim",30939,64.69922,61.67783,63.2061,19.6,20.4,26.9,22.8,31,15.3,17.6,12.9,96346
"1709","1601","2016","Trondheim",32911,64.70253,61.68948,63.21489,19.7,20.7,27.3,23.2,31.4,15.6,17.7,13.5,98583
"1710","1601","2017","Trondheim",33761,64.49021,61.77984,63.15419,20.3,20.7,27.6,23.5,31.9,16,17.8,14.1,99149
"1711","1617","2008","Hitra",10193,59.20802,53.88016,56.58277,27,11.8,12.5,10.2,14.8,2.4,2.6,2.1,74503
"1712","1617","2009","Hitra",11705,59.59357,54.5589,57.12907,28,13.2,13,10.5,15.6,2.7,3,2.3,80113
"1713","1617","2010","Hitra",11718,60.19991,55.42579,57.89474,27.4,12.8,13.3,10.4,16.3,2.8,2.9,2.7,81583
"1714","1617","2011","Hitra",12703,60.3532,56.14458,58.34101,27.7,13.3,13.7,11,16.6,3.3,3.1,3.4,81760
"1715","1617","2012","Hitra",14401,60.93954,55.95238,58.55876,26.5,12,14.3,11.4,17.3,3.4,3.5,3.2,86142
"1716","1617","2013","Hitra",11240,60.02549,56.19407,58.20862,25.9,13.7,14.4,11.3,17.5,3.3,3.3,3.3,86266
"1717","1617","2014","Hitra",16052,59.75507,56.59239,58.24856,26.8,14.1,15,12.2,18,4.2,3.8,4.6,88644
"1718","1617","2015","Hitra",18273,60,56.05299,58.109,26.2,15.5,15,11.6,18.7,4.5,4.7,4.3,88105
"1719","1617","2016","Hitra",16397,59.43592,55.40479,57.50757,25.3,14.5,15.4,11.4,19.9,4.7,4.4,5,92690
"1720","1617","2017","Hitra",17623,58.58255,56.89811,57.78064,23.2,14.5,16.2,12,20.7,4.9,4.6,5.3,90715
"1721","1620","2008","Frøya",13319,58.98931,53.30777,56.12934,25.8,13.2,11.1,8.6,13.6,1.9,2.2,1.6,57427
"1722","1620","2009","Frøya",11029,59.38824,53.73206,56.58363,24.1,13.6,11.6,9.1,14.1,2.1,2.4,1.7,55994
"1723","1620","2010","Frøya",12349,60.33698,54.53258,57.48725,23.6,13.7,12.4,9.6,15.3,2.2,2.4,2,54156
"1724","1620","2011","Frøya",12053,59.91811,54.51128,57.25844,22.9,15.2,13.3,10.3,16.4,2.3,2.5,2.2,60442
"1725","1620","2012","Frøya",12347,60.47449,55.12881,57.86221,22,15.2,13.7,10.4,17.1,2.5,2.6,2.4,63074
"1726","1620","2013","Frøya",13930,61.30849,55.36852,58.41101,20.9,17.3,14.3,10.7,18.1,2.6,2.7,2.4,64206
"1727","1620","2014","Frøya",14582,61.34812,55.60599,58.56609,22,16.6,15.3,11.6,19.4,3.7,3.9,3.6,66905
"1728","1620","2015","Frøya",17878,61.65069,55.65996,58.76133,22.2,16.1,16.6,12.5,21.3,4.3,4.1,4.4,68244
"1729","1620","2016","Frøya",16736,62.79441,56.23365,59.65826,21.9,17.3,16.8,13.1,21,5.2,5,5.4,67888
"1730","1620","2017","Frøya",18684,63.47725,57.31192,60.52258,21,17.4,17.2,13.6,21.2,5,4.5,5.7,68639
"1731","1624","2008","Rissa",8077,56.79582,53.72511,55.29375,22.4,17,14.1,11.4,16.8,2.3,2.6,1.9,49604
"1732","1624","2009","Rissa",10193,55.96302,53.53053,54.766,22,16.3,14.8,11.9,17.7,2.6,3,2.1,51115
"1733","1624","2010","Rissa",10041,56.61989,53.9507,55.30891,21.6,16.3,15,12,17.9,2.7,3,2.5,53351
"1734","1624","2011","Rissa",10893,56.59422,54.08291,55.37215,21.6,15.6,14.9,12,17.9,2.8,2.9,2.7,55496
"1735","1624","2012","Rissa",13252,56.56325,53.77625,55.20403,22.6,16,15.4,12.5,18.4,2.8,3,2.6,58750
"1736","1624","2013","Rissa",12981,57.52315,53.59825,55.6374,22.2,17.2,15.5,12.2,18.9,3,3.2,2.7,58140
"1737","1624","2014","Rissa",13804,57.2962,53.82932,55.62745,21.2,16.5,16.3,13.1,19.8,3.3,3.7,3,59962
"1738","1624","2015","Rissa",15175,57.07275,54.10959,55.64709,23.2,15.1,16.6,13,20.4,3.6,3.5,3.6,61213
"1739","1624","2016","Rissa",14128,56.90559,53.89166,55.44852,22.7,16.5,17,13,21.2,3.6,3.7,3.5,65756
"1740","1624","2017","Rissa",15443,56.25,53.65169,54.99396,23.5,15.8,17,13,21.4,3.6,3.7,3.5,63939
"1741","1627","2008","Bjugn",8672,56.50087,53.2872,54.88705,25,13.8,12.8,10.1,15.4,2.1,2.9,1.2,42653
"1742","1627","2009","Bjugn",8282,56.53522,52.86903,54.69163,24.8,14.1,13,10.1,15.8,2.1,2.8,1.3,47136
"1743","1627","2010","Bjugn",8155,56.32743,53.23427,54.77133,24.9,14.4,13.6,10.3,16.9,2.2,2.9,1.6,50806
"1744","1627","2011","Bjugn",10310,55.93295,53.58228,54.74836,25.6,13.8,14.6,10.8,18.2,2.3,3,1.7,52742
"1745","1627","2012","Bjugn",10485,55.33981,53.96894,54.6466,25.7,13.6,14.8,11.3,18.3,2.5,3,2,53417
"1746","1627","2013","Bjugn",13046,54.72186,53.70844,54.21222,25.2,13,15.6,11.9,19.1,2.6,3.1,2.1,55367
"1747","1627","2014","Bjugn",13129,55.16511,54.4487,54.8079,25.5,13.9,15.8,12,19.5,2.9,3.5,2.2,60221
"1748","1627","2015","Bjugn",14228,55.1098,54.79335,54.95228,24.6,13.5,16.5,12.6,20.4,2.9,3.1,2.7,57035
"1749","1627","2016","Bjugn",14956,54.75993,54.25307,54.50931,23.2,13.7,17,12.4,21.6,2.9,3.3,2.5,57328
"1750","1627","2017","Bjugn",14769,55.08859,53.44468,54.27209,24,13.1,17.2,12.6,21.8,3.4,3.9,3,58916
"1751","1634","2008","Oppdal",12698,57.76819,54.87952,56.30713,22.4,14.9,15.9,12.3,19.3,3,4.1,1.9,94448
"1752","1634","2009","Oppdal",12313,57.68524,54.62385,56.13215,22.9,14,15.9,12.1,19.6,3.2,4.3,2.1,95567
"1753","1634","2010","Oppdal",12981,57.55264,55.80277,56.67121,22.4,15,16.6,12.4,20.6,3.3,4.4,2.2,97232
"1754","1634","2011","Oppdal",13169,57.51436,55.11229,56.29951,22.2,14.5,17.2,12.9,21.2,3.5,4.6,2.4,98302
"1755","1634","2012","Oppdal",13575,57.56491,54.99412,56.26943,22.6,13.9,17.6,13.2,22,3.6,4.6,2.7,101200
"1756","1634","2013","Oppdal",13504,57.56677,54.99416,56.27024,22.4,14.5,18,13.7,22.3,3.7,4.7,2.7,104322
"1757","1634","2014","Oppdal",13529,57.59811,54.77372,56.17846,23.3,14.7,18.5,13.9,23,4.2,4.9,3.4,105838
"1758","1634","2015","Oppdal",15778,57.08004,54.34467,55.70636,23.5,14.8,18.7,14.2,23.2,4.4,4.9,3.8,99403
"1759","1634","2016","Oppdal",15812,57.23798,53.78788,55.51844,22.9,15.3,19,14.2,23.8,4.6,5.1,4.1,101753
"1760","1634","2017","Oppdal",15156,57.13056,53.75573,55.44242,22.3,15.7,19.1,14,24.3,4.9,5.4,4.4,102863
"1761","1636","2008","Meldal",6467,58.74741,51.88241,55.30871,23.9,11.6,13.2,10.9,15.4,1.7,2.1,1.3,38250
"1762","1636","2009","Meldal",6409,58.68448,52.07373,55.37317,24.7,11.9,13.5,10.8,16.1,1.9,2.2,1.5,36801
"1763","1636","2010","Meldal",6456,59.48012,52.70684,56.09694,23.7,12.6,13.6,10.4,16.9,1.7,2,1.5,38943
"1764","1636","2011","Meldal",6532,58.68109,53.00714,55.82885,23.1,10.9,13.9,10.7,17.2,1.9,2.2,1.6,40894
"1765","1636","2012","Meldal",8634,58.03162,53.69333,55.86137,22.3,11.9,13.7,10.1,17.3,2,2.3,1.6,39506
"1766","1636","2013","Meldal",7810,58.20669,53.88861,56.03731,23.4,11.4,14,10.4,17.6,2.1,2.2,2.1,41245
"1767","1636","2014","Meldal",9701,57.69618,53.49544,55.60323,23,10.9,14.3,10.8,18,2.4,2.3,2.5,40692
"1768","1636","2015","Meldal",8486,57.0997,53.00353,55.0542,22.4,11.8,14.7,11.2,18.2,2.6,2.6,2.6,40854
